"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.432385846E0,4.616641998E-2,5.874603987E-2,5.344104767E-2,9.186066138E-2
1.437181263E0,9.749412537E-2,6.548047066E-3,2.096033096E-2,9.993656426E-2
1.441976679E0,9.382820129E-2,-2.397572994E-2,3.026247025E-3,9.689027379E-2
1.446772096E0,1.115617752E-1,-5.660021305E-2,-4.557538033E-2,1.331417632E-1
1.451567513E0,1.030759811E-1,-8.651372790E-2,-7.948112488E-2,1.562898980E-1
1.456362877E0,1.397762299E-1,-1.066896021E-1,-1.177752018E-1,2.116389940E-1
1.461158294E0,1.643676758E-1,-1.289699376E-1,-1.413865089E-1,2.522699398E-1
1.465953711E0,1.674394608E-1,-1.509158313E-1,-1.457464695E-1,2.684280062E-1
1.470749127E0,1.848030090E-1,-1.725931466E-1,-1.641304493E-1,3.014620221E-1
1.475544544E0,1.712274551E-1,-1.654551625E-1,-1.632821560E-1,2.887132049E-1
1.480339909E0,1.459655762E-1,-1.416146457E-1,-1.504499912E-1,2.529740247E-1
1.485135325E0,1.233320236E-1,-1.274387240E-1,-1.091465950E-1,2.082411958E-1
1.489930742E0,1.009569168E-1,-1.299654245E-1,-7.752370834E-2,1.819154638E-1
1.494726159E0,7.648277283E-2,-1.396982372E-1,-1.747536659E-2,1.602204745E-1
1.499521575E0,5.467414856E-2,-1.351952255E-1,4.228734970E-2,1.518394924E-1
1.504316992E0,1.886367798E-2,-1.047623754E-1,5.423092842E-2,1.194654228E-1
1.509112356E0,-2.852153778E-2,-9.374076128E-2,1.016743183E-1,1.412036666E-1
1.513907773E0,-7.556343079E-2,-9.716302156E-2,1.367561817E-1,1.839911358E-1
1.518703190E0,-1.104593277E-1,-9.360444546E-2,1.523311138E-1,2.101614225E-1
1.523498606E0,-1.618280411E-1,-6.883424520E-2,1.532046795E-1,2.332340927E-1
1.528294023E0,-2.058343887E-1,-6.112462282E-2,1.418204308E-1,2.573267372E-1
1.533089388E0,-2.187662125E-1,-4.886794090E-2,1.539568901E-1,2.719364914E-1
1.537884804E0,-1.842021942E-1,-1.782131195E-2,1.658484936E-1,2.485030590E-1
1.542680221E0,-1.286573410E-1,-1.080158353E-2,1.489710808E-1,1.971338847E-1
1.547475638E0,-5.469322205E-2,3.171342611E-2,1.415045261E-1,1.549858731E-1
1.552271054E0,-7.589340210E-3,6.679338217E-2,1.385221481E-1,1.539718790E-1
1.557066471E0,3.360748291E-3,9.680694342E-2,9.722161293E-2,1.372403765E-1
1.561861888E0,-4.926681519E-3,1.074925661E-1,6.777644157E-2,1.271714197E-1
1.566657252E0,9.479522705E-4,1.086145043E-1,2.652406693E-3,1.086510213E-1
1.571452669E0,-2.418994904E-2,6.227201223E-2,-5.269217491E-2,8.508479558E-2
1.576248086E0,-1.124572754E-2,3.996962309E-2,-6.981301308E-2,8.122742119E-2
1.581043502E0,-2.460002899E-2,2.720338106E-2,-9.883379936E-2,1.054196626E-1
1.585838919E0,7.724761963E-5,-1.170223951E-2,-1.300644875E-1,1.305898896E-1
1.590634336E0,4.829788208E-2,-3.367957473E-2,-1.538693905E-1,1.647506859E-1
1.595429700E0,7.958030701E-2,-5.545970798E-2,-1.606965065E-1,1.877023486E-1
1.600225117E0,1.178579330E-1,-5.798375607E-2,-1.410658360E-1,1.927490037E-1
1.605020534E0,1.228275299E-1,-5.557736754E-2,-1.044900417E-1,1.705685044E-1
1.609815950E0,1.185045242E-1,-4.602950811E-2,-4.632925987E-2,1.353086775E-1
1.614611367E0,9.312248230E-2,-4.128396511E-2,-1.416397095E-2,1.028434760E-1
1.619406731E0,5.155754089E-2,-1.528799534E-2,3.720545769E-2,6.539226947E-2
1.624202148E0,3.422641754E-2,-3.831982613E-3,5.529189110E-2,6.514080879E-2
1.628997565E0,2.188491821E-2,2.641403675E-2,8.533072472E-2,9.196729616E-2
1.633792981E0,3.344345093E-2,2.076870203E-2,1.057882309E-1,1.128758309E-1
1.638588398E0,2.119064331E-2,6.020045280E-2,1.261112690E-1,1.413406879E-1
1.643383815E0,2.092838287E-2,3.048121929E-2,1.059830189E-1,1.122475043E-1
1.648179179E0,1.120376587E-2,5.803883076E-2,1.074326038E-1,1.226205310E-1
1.652974596E0,-1.739883423E-2,5.921900272E-2,6.858897209E-2,9.227164683E-2
1.657770013E0,-3.861904144E-2,4.615473747E-2,6.097149849E-2,8.566921140E-2
1.662565429E0,-6.681728363E-2,2.365881205E-2,3.198719025E-2,7.776547511E-2
1.667360846E0,-6.159496307E-2,-5.779683590E-3,1.503324509E-2,6.366586744E-2
1.672156263E0,-6.360912323E-2,-1.133304834E-2,4.401206970E-4,6.461232273E-2
1.676951627E0,-6.571292877E-2,-3.351351619E-2,-4.770278931E-3,7.391955314E-2
1.681747044E0,-2.759265900E-2,-5.087813735E-2,-2.445650101E-2,6.283359080E-2
1.686542461E0,-2.551174164E-2,-7.761546969E-2,-4.663538933E-2,9.407374573E-2
1.691337877E0,-1.643466949E-2,-7.566979527E-2,-6.174468994E-2,9.903748288E-2
1.696133294E0,1.145458221E-2,-8.799469471E-2,-7.219290733E-2,1.143944475E-1
1.700928659E0,3.906250000E-2,-8.363527060E-2,-8.503270149E-2,1.255041741E-1
1.705724075E0,5.697154999E-2,-7.452914119E-2,-8.110570908E-2,1.240100256E-1
1.710519492E0,7.002353668E-2,-6.306564808E-2,-6.764650345E-2,1.160026771E-1
1.715314909E0,6.405448914E-2,-3.262841702E-2,-5.414891243E-2,8.999831050E-2
1.720110325E0,6.058216095E-2,-1.178985834E-2,-6.197452545E-2,8.746451160E-2
1.724905742E0,5.957221985E-2,1.865684986E-3,-5.300331116E-2,7.976014764E-2
1.729701106E0,3.728771210E-2,1.547050476E-2,-3.920793533E-2,5.627585792E-2
1.734496523E0,3.183555603E-2,3.139793873E-2,-3.257012367E-2,5.531858766E-2
1.739291940E0,2.747535706E-3,4.960286617E-2,-9.276151657E-3,5.053751354E-2
1.744087356E0,-1.895141602E-2,6.536930799E-2,-1.223087311E-2,6.915126068E-2
1.748882773E0,-4.518127441E-2,5.492848158E-2,-7.964611053E-3,7.156759515E-2
1.753678138E0,-7.351684570E-2,3.510886431E-2,8.233547211E-3,8.188498186E-2
1.758473554E0,-7.305145264E-2,4.625016451E-2,7.892608643E-3,8.682099815E-2
1.763268971E0,-7.250976562E-2,2.171701193E-2,-4.131317139E-3,7.580476568E-2
1.768064388E0,-7.898521423E-2,1.874691248E-2,2.214646339E-2,8.414616234E-2
1.772859804E0,-6.401443481E-2,1.592695713E-3,2.930259705E-2,7.042035741E-2
1.777655221E0,-4.201507568E-2,-1.181244850E-3,4.122185707E-2,5.887192391E-2
1.782450586E0,-1.540184021E-2,-1.334625483E-2,4.365372658E-2,4.817662342E-2
1.787246002E0,-1.977634430E-2,-5.622017384E-2,4.861736298E-2,7.691202587E-2
1.792041419E0,-5.060195923E-3,-5.602484941E-2,7.267689705E-2,9.190386662E-2
1.796836836E0,-1.654720306E-2,-7.482576370E-2,7.760620117E-2,1.090661602E-1
1.801632252E0,-1.140117645E-2,-5.796560645E-2,5.623984337E-2,8.156542367E-2
1.806427669E0,-1.358127594E-2,-5.555796623E-2,2.757501602E-2,6.349425310E-2
1.811223034E0,-1.739501953E-3,-6.746813655E-2,-1.559948921E-2,6.926990241E-2
1.816018450E0,2.637100220E-2,-6.267151237E-2,-8.506035805E-2,1.088963394E-1
1.820813867E0,3.742218018E-2,-6.729176641E-2,-1.069757938E-1,1.318044835E-1
1.825609284E0,8.857822418E-2,-3.374385834E-2,-1.385400295E-1,1.678633062E-1
1.830404700E0,1.083993912E-1,-3.355544806E-2,-1.581327915E-1,1.946339535E-1
1.835200065E0,1.447095871E-1,-1.186078787E-2,-1.537592411E-1,2.114791884E-1
1.839995481E0,1.476259232E-1,-1.634830236E-2,-1.396496296E-1,2.038693190E-1
1.844790898E0,1.340847015E-1,-2.074694633E-2,-1.086606979E-1,1.738283356E-1
1.849586315E0,1.113262177E-1,-2.992677689E-2,-9.654617310E-2,1.503672247E-1
1.854381731E0,9.367275238E-2,-2.250611782E-2,-8.651471138E-2,1.294832235E-1
1.859177148E0,1.095142365E-1,-1.514720917E-2,-5.967283249E-2,1.256330087E-1
1.863972513E0,8.971309662E-2,-7.798314095E-3,-2.338337898E-2,9.303781930E-2
1.868767929E0,6.299400330E-2,-1.475936174E-2,-1.554727554E-3,6.471862474E-2
1.873563346E0,2.939224243E-2,3.527784348E-2,3.198695183E-2,5.596065799E-2
1.878358763E0,2.452182770E-2,7.537186146E-2,7.706665993E-2,1.105509277E-1
1.883154179E0,-2.778530121E-2,9.617704153E-2,8.612895012E-2,1.320615096E-1
1.887949544E0,-3.930664062E-2,1.191239357E-1,9.752273560E-2,1.588905536E-1
1.892744961E0,-9.105110168E-2,1.417934895E-1,1.065049171E-1,1.993464174E-1
1.897540377E0,-1.067190170E-1,1.451534033E-1,9.656238556E-2,2.044083007E-1
1.902335794E0,-1.055583954E-1,1.270405650E-1,7.979202271E-2,1.834356751E-1
1.907131211E0,-1.446714401E-1,1.279587746E-1,6.808805466E-2,2.047907634E-1
1.911926627E0,-1.098375320E-1,1.335120201E-1,4.002571106E-2,1.774592925E-1
1.916721992E0,-1.227064133E-1,1.010592580E-1,1.941156387E-2,1.601457033E-1
1.921517409E0,-9.752273560E-2,1.091476679E-1,3.684759140E-3,1.464154186E-1
1.926312825E0,-8.446407318E-2,1.100420356E-1,-9.650707245E-3,1.390559794E-1
1.931108242E0,-6.920146942E-2,6.583893299E-2,-6.399393082E-3,9.573171209E-2
1.935903659E0,-5.175399780E-2,5.760353804E-2,6.179094315E-3,7.768413667E-2
1.940699023E0,-5.113220215E-2,2.334392071E-2,1.374769211E-2,5.786570460E-2
1.945494440E0,-5.502700806E-3,3.447496891E-2,4.482030869E-3,3.519789480E-2
1.950289856E0,5.156517029E-2,4.080212116E-2,7.050275803E-3,6.613233904E-2
1.955085273E0,5.829238892E-2,2.579259872E-2,-2.351284027E-3,6.378706210E-2
1.959880690E0,6.966590881E-2,3.468573093E-2,-2.364540100E-2,8.133599308E-2
1.964676106E0,1.069669724E-1,3.407365084E-2,-2.121806145E-2,1.142503960E-1
1.969471471E0,1.130647659E-1,1.928973198E-2,-2.366518974E-2,1.171143726E-1
1.974266888E0,1.214437485E-1,3.794997931E-2,-4.755401611E-2,1.358314007E-1
1.979062304E0,1.178579330E-1,3.518474102E-2,-4.997014999E-2,1.327609667E-1
1.983857721E0,9.292507172E-2,3.014445305E-2,-6.665778160E-2,1.182667191E-1
1.988653138E0,9.190654755E-2,3.937190771E-2,-6.190013885E-2,1.175950160E-1
1.993448502E0,8.380222321E-2,5.570143461E-2,-6.662750244E-2,1.206842430E-1
1.998243919E0,6.868553162E-2,2.924609184E-2,-8.073139191E-2,1.099572361E-1
2.003039336E0,4.427146912E-2,2.675151825E-2,-8.032727242E-2,9.554097236E-2
2.007834752E0,3.200817108E-2,3.382962942E-2,-7.500505447E-2,8.828774003E-2
2.012630169E0,3.180503845E-2,-6.548464298E-3,-5.766201019E-2,6.617665959E-2
2.017425586E0,1.506423950E-2,-1.327490807E-2,-7.353925705E-2,7.623107518E-2
2.022220950E0,-1.805782318E-2,-1.281785965E-2,-5.586242676E-2,6.009154040E-2
2.027016367E0,-3.186321259E-2,-1.946294308E-2,-4.058384895E-2,5.514634408E-2
2.031811784E0,-4.786014557E-2,-4.267996550E-2,-2.765560150E-2,6.983555887E-2
2.036607200E0,-7.083225250E-2,-2.057272196E-2,4.167318344E-3,7.387700201E-2
2.041402617E0,-8.414173126E-2,-4.604721069E-2,3.092312813E-2,1.007790475E-1
2.046197981E0,-8.787250519E-2,-5.228906870E-2,2.892875671E-2,1.062666309E-1
2.050993398E0,-8.926296234E-2,-4.895895720E-2,5.527377129E-2,1.158449210E-1
2.055788815E0,-8.359241486E-2,-6.700098515E-2,6.226086617E-2,1.239081889E-1
2.060584231E0,-8.041858673E-2,-4.927092791E-2,5.477476120E-2,1.090644208E-1
2.065379648E0,-9.633541107E-2,-4.118883610E-2,8.039665222E-2,1.320630657E-1
2.070175065E0,-7.897853851E-2,-6.641733646E-2,7.003426552E-2,1.247143555E-1
2.074970429E0,-7.371711731E-2,-7.970607281E-2,8.094215393E-2,1.354212085E-1
2.079765846E0,-7.091999054E-2,-7.154229283E-2,6.080698967E-2,1.176666253E-1
2.084561263E0,-5.158042908E-2,-1.038173139E-1,5.498194695E-2,1.283027273E-1
2.089356679E0,-2.055168152E-2,-9.788289666E-2,4.443359375E-2,1.094430323E-1
2.094152096E0,1.497554779E-2,-1.038765311E-1,3.637075424E-2,1.110739957E-1
2.098947513E0,4.314899445E-2,-1.358330846E-1,2.612948418E-2,1.448972482E-1
2.103742877E0,8.300590515E-2,-1.151820719E-1,1.369905472E-2,1.426343370E-1
2.108538294E0,8.228778839E-2,-1.420604289E-1,6.321191788E-3,1.642936488E-1
2.113333711E0,1.101274490E-1,-1.282496154E-1,1.576662064E-2,1.697781058E-1
2.118129127E0,1.188602448E-1,-1.310752332E-1,8.753538132E-3,1.771584008E-1
2.122924492E0,1.252088547E-1,-1.409187913E-1,1.379275322E-2,1.890121770E-1
2.127719909E0,8.410167694E-2,-1.528756320E-1,2.126288414E-2,1.757730388E-1
2.132515325E0,8.137512207E-2,-1.551898420E-1,2.407932281E-2,1.768773907E-1
2.137310742E0,7.160377502E-2,-1.598034501E-1,3.884363174E-2,1.793685340E-1
2.142106159E0,4.767704010E-2,-1.382396519E-1,6.060218811E-2,1.582906400E-1
2.146901575E0,7.344245911E-3,-1.239085495E-1,7.268977165E-2,1.438439067E-1
2.151696940E0,-1.848316193E-2,-9.782090783E-2,4.655408859E-2,1.098992286E-1
2.156492356E0,-7.271575928E-2,-9.099057317E-2,2.981352806E-2,1.202319114E-1
2.161287773E0,-1.005382538E-1,-6.291803718E-2,2.238869667E-2,1.206974466E-1
2.166083190E0,-1.378126144E-1,-4.228952527E-2,3.359532356E-2,1.480181287E-1
2.170878606E0,-1.488609314E-1,-1.953443885E-2,3.006196022E-2,1.531172513E-1
2.175674023E0,-1.504678726E-1,-4.231274128E-3,2.388787270E-2,1.524110063E-1
2.180469388E0,-1.331214905E-1,3.227394819E-2,2.716732025E-2,1.396459890E-1
2.185264804E0,-7.793903351E-2,9.448701143E-2,2.334141731E-2,1.246880509E-1
2.190060221E0,-4.158020020E-3,1.871004105E-1,1.496362686E-2,1.877438757E-1
2.194855638E0,1.449584961E-2,2.291566133E-1,-5.072355270E-3,2.296706596E-1
2.199651054E0,3.543567657E-2,2.375380397E-1,2.980303764E-2,2.420087365E-1
2.204446419E0,1.677513123E-3,2.243468165E-1,4.791569710E-2,2.294127768E-1
2.209241836E0,-3.414440155E-2,2.015153766E-1,6.596827507E-2,2.147698779E-1
2.214037252E0,-6.967258453E-2,1.714166999E-1,5.068635941E-2,1.918516642E-1
2.218832669E0,-7.651233673E-2,1.412211061E-1,4.251122475E-2,1.661467505E-1
2.223628086E0,-5.731964111E-2,1.063277125E-1,-1.093554497E-2,1.212877152E-1
2.228423450E0,-4.791545868E-2,7.397794724E-2,-8.320760727E-2,1.212111124E-1
2.233218867E0,-3.115653992E-3,7.274001837E-2,-1.100564003E-1,1.319591938E-1
2.238014284E0,5.545616150E-2,3.839874268E-2,-1.416440010E-1,1.568849015E-1
2.242809700E0,7.081890106E-2,2.582961321E-2,-1.492786407E-1,1.672321687E-1
2.247605117E0,9.325504303E-2,3.010559082E-2,-1.258354187E-1,1.594910726E-1
2.252400534E0,1.014671326E-1,2.974432707E-2,-1.069073677E-1,1.503645213E-1
2.257195898E0,9.327030182E-2,1.531875134E-2,-6.857371330E-2,1.167748582E-1
2.261991315E0,9.489440918E-2,3.421187401E-2,-2.048635483E-2,1.029324631E-1
2.266786731E0,5.403518677E-2,7.836997509E-3,8.757829666E-3,5.529845856E-2
2.271582148E0,4.453659058E-2,1.963376999E-2,3.339743614E-2,5.902865037E-2
2.276377565E0,8.030796051E-2,1.955407858E-2,6.280493736E-2,1.038084325E-1
2.281172929E0,8.733463287E-2,1.243364811E-2,7.540798187E-2,1.160529941E-1
2.285968346E0,1.085309982E-1,2.914118767E-2,8.313679695E-2,1.397852403E-1
2.290763763E0,7.493209839E-2,3.156095743E-2,6.459450722E-2,1.038429765E-1
2.295559179E0,6.057262421E-2,4.361820221E-2,1.101956367E-1,1.330964640E-1
2.300354596E0,1.072883606E-2,2.475577593E-2,8.183503151E-2,8.616802625E-2
2.305150013E0,-4.346752167E-2,1.314616203E-2,7.027220726E-2,8.366857313E-2
2.309945377E0,-5.691719055E-2,2.064454556E-2,7.768917084E-2,9.849553851E-2
2.314740794E0,-8.218574524E-2,1.147305965E-2,6.116437912E-2,1.030883558E-1
2.319536211E0,-9.309291840E-2,4.650354385E-3,3.510808945E-2,9.960168270E-2
2.324331627E0,-1.111459732E-1,1.678144932E-2,4.223680496E-2,1.200791077E-1
2.329126992E0,-1.315326691E-1,2.396261692E-2,1.585364342E-2,1.346342752E-1
2.333922409E0,-1.233816147E-1,7.303595543E-3,6.068706512E-3,1.237464931E-1
2.338717825E0,-9.878349304E-2,9.668648243E-3,3.283977509E-3,9.930984727E-2
2.343513242E0,-8.626270294E-2,2.371484041E-2,-1.846075058E-3,8.948215223E-2
2.348308659E0,-5.485439301E-2,1.620185375E-2,-2.157211304E-3,5.723773281E-2
2.353104075E0,-3.079414368E-2,1.583272219E-2,-1.899695396E-2,3.949479252E-2
2.357899440E0,7.353782654E-3,3.430926800E-2,1.426458359E-2,3.787720073E-2
2.362694856E0,-2.209663391E-3,1.931095123E-2,7.067918777E-3,2.068214026E-2
2.367490273E0,2.395725250E-2,3.525942564E-2,2.378869057E-2,4.881678853E-2
2.372285690E0,5.233573914E-2,2.731138468E-2,4.287648201E-2,7.296118169E-2
2.377081106E0,2.355098724E-2,3.599089384E-2,5.948686600E-2,7.340763357E-2
2.381876471E0,2.820205688E-2,3.985238075E-2,5.217814445E-2,7.145716915E-2
2.386671888E0,2.566528320E-2,2.949589491E-2,4.722619057E-2,6.131090975E-2
2.391467304E0,2.783775330E-2,3.345137835E-2,3.981566429E-2,5.898493320E-2
2.396262721E0,3.231906891E-2,3.741139174E-2,3.710746765E-2,6.181503541E-2
2.401058138E0,3.432178497E-2,1.764410734E-2,-1.329898834E-3,3.861435068E-2
2.405853554E0,4.104614258E-2,7.636308670E-3,-2.286314964E-2,4.760065800E-2
2.410648919E0,3.350830078E-2,2.154117823E-2,-4.416799545E-2,5.947806657E-2
2.415444336E0,3.792381287E-2,4.606366158E-3,-4.389452934E-2,5.819075440E-2
2.420239752E0,4.946327209E-2,-2.543866634E-3,-4.117631912E-2,6.440943875E-2
2.425035169E0,2.533149719E-2,-7.100641727E-3,-3.608989716E-2,4.466077182E-2
2.429830586E0,1.094722748E-2,5.188882351E-3,-9.595870972E-3,1.545467661E-2
2.434625950E0,2.758884430E-2,1.986992359E-2,1.442384720E-2,3.693244592E-2
2.439421367E0,6.169319153E-3,2.509796619E-2,4.543161392E-2,5.226853690E-2
2.444216784E0,-2.454280853E-2,3.030306101E-2,2.876853943E-2,4.845878474E-2
2.449012200E0,-5.742359161E-2,5.440258980E-2,2.399826050E-2,8.266212650E-2
2.453807617E0,-7.118129730E-2,3.317391872E-2,1.186060905E-2,7.942266689E-2
2.458602981E0,-9.685420990E-2,4.292714596E-2,-1.003217697E-2,1.064148599E-1
2.463398398E0,-1.011352539E-1,7.634586096E-2,-4.874920845E-2,1.357700828E-1
2.468193815E0,-6.047058105E-2,6.917929649E-2,-8.041930199E-2,1.221054068E-1
2.472989231E0,-6.300544739E-2,8.355855942E-2,-1.098010540E-1,1.516838512E-1
2.477784648E0,-5.140495300E-2,7.186311483E-2,-1.368579865E-1,1.629014577E-1
2.482580013E0,-3.994750977E-2,8.882105350E-2,-1.566843987E-1,1.844857281E-1
2.487375429E0,2.128887177E-2,6.315904856E-2,-1.549263000E-1,1.686547951E-1
2.492170846E0,2.280998230E-2,6.876075268E-2,-1.956565380E-1,2.086380053E-1
2.496966263E0,3.634929657E-2,3.417873383E-2,-1.811304092E-1,1.878767744E-1
2.501761679E0,4.993152618E-2,-2.127796412E-2,-1.664054394E-1,1.750333663E-1
2.506557096E0,7.539558411E-2,-4.763975739E-2,-9.932613373E-2,1.334905294E-1
2.511352461E0,1.078472137E-1,-8.541721106E-2,-2.078890800E-2,1.391377021E-1
2.516147877E0,1.471643448E-1,-1.345883012E-1,4.999279976E-2,2.055982374E-1
2.520943294E0,1.885175705E-1,-2.163522243E-1,1.984431744E-1,3.488937558E-1
2.525738711E0,2.128858566E-1,-2.568356693E-1,2.458996773E-1,4.144292464E-1
2.530534127E0,1.729154587E-1,-2.825477719E-1,2.571976185E-1,4.193848045E-1
2.535329492E0,1.166391373E-1,-3.056052923E-1,2.256217003E-1,3.973719098E-1
2.540124909E0,5.613708496E-2,-3.403692842E-1,1.517195702E-1,3.768573336E-1
2.544920325E0,1.289272308E-2,-3.346565962E-1,4.080533981E-2,3.373815873E-1
2.549715742E0,-1.271333694E-1,-2.414567322E-1,-3.203475475E-1,4.208168228E-1
2.554511159E0,-2.587165833E-1,-5.431431532E-2,-8.204932213E-1,8.620286779E-1
2.559306523E0,-2.229633331E-1,3.622627258E-2,-1.078854561E0,1.102248681E0
2.564101940E0,7.128620148E-2,-6.375604868E-2,-7.106709480E-1,7.170772292E-1
2.568897356E0,4.912528992E-1,-2.836857736E-1,-5.126476288E-2,5.695920514E-1
2.573692773E0,7.128610611E-1,-4.209814072E-1,4.714968204E-1,9.527357920E-1
2.578488190E0,5.997543335E-1,-3.340373337E-1,5.850310326E-1,9.019686857E-1
2.583283606E0,1.687936783E-1,-7.942315936E-2,1.002016068E-1,2.117538809E-1
2.588078971E0,-1.880769730E-1,1.469033360E-1,-4.556643963E-1,5.143768851E-1
2.592874388E0,-3.786811829E-1,2.433323860E-1,-6.234614849E-1,7.689696428E-1
2.597669804E0,-3.710498810E-1,1.799733937E-1,-4.322268963E-1,5.974014785E-1
2.602465221E0,-3.185482025E-1,1.431574821E-1,-1.052763462E-1,3.647603749E-1
2.607260638E0,-2.261171341E-1,2.183896899E-1,5.764198303E-2,3.196022735E-1
2.612056002E0,-2.387056351E-1,3.907109201E-1,-1.065540314E-2,4.579835597E-1
2.616851419E0,-2.840166092E-1,5.573635101E-1,-1.179063320E-1,6.365700432E-1
2.621646836E0,-2.689161301E-1,6.613334417E-1,-1.325693130E-1,7.261214974E-1
2.626442252E0,-2.292604446E-1,6.886996627E-1,8.988428116E-2,7.314005475E-1
2.631237669E0,-1.865444183E-1,7.086293101E-1,2.842545509E-1,7.859738984E-1
2.636033034E0,-1.954765320E-1,7.376586199E-1,3.153071404E-1,8.256935913E-1
2.640828450E0,-1.656208038E-1,7.020530701E-1,3.216781616E-1,7.898009898E-1
2.645623867E0,-1.020994186E-1,6.119161844E-1,4.078640938E-1,7.424411270E-1
2.650419284E0,-2.896881104E-2,4.273607731E-1,5.612349510E-1,7.060177708E-1
2.655214700E0,4.409217834E-2,2.011962831E-1,8.783063889E-1,9.021342346E-1
2.660010065E0,4.094600677E-2,1.652079821E-2,1.036960125E0,1.037899712E0
2.664805481E0,-5.943870544E-2,-8.913916349E-2,9.571509361E-1,9.631285816E-1
2.669600898E0,-1.188554764E-1,-1.663168967E-1,7.234201431E-1,7.517477222E-1
2.674396315E0,-1.353464127E-1,-2.602406144E-1,5.077199936E-1,5.863645800E-1
2.679191731E0,-4.762554169E-2,-4.250340164E-1,3.975577354E-1,5.839300132E-1
2.683987148E0,9.358119965E-2,-5.910994411E-1,4.251828194E-1,7.341228916E-1
2.688782513E0,2.449951172E-1,-7.511825562E-1,4.847490788E-1,9.269733057E-1
2.693577929E0,3.256521225E-1,-8.554308414E-1,4.640038013E-1,1.026211848E0
2.698373346E0,3.098745346E-1,-8.663280010E-1,3.039212227E-1,9.689760276E-1
2.703168763E0,2.838096619E-1,-8.414566517E-1,1.312332153E-1,8.976744274E-1
2.707964179E0,3.164339066E-1,-8.806239367E-1,1.026678085E-2,9.358067866E-1
2.712759544E0,3.362150192E-1,-8.146181107E-1,-5.910205841E-2,8.832532245E-1
2.717554961E0,2.935705185E-1,-7.819089293E-1,-1.315710545E-1,8.455034982E-1
2.722350377E0,2.010240555E-1,-6.874267459E-1,-2.257676125E-1,7.509575332E-1
2.727145794E0,5.912876129E-2,-5.247468352E-1,-3.791520596E-1,6.500859449E-1
2.731941211E0,-5.569076538E-2,-3.468540907E-1,-4.937419891E-1,6.059623531E-1
2.736736575E0,-9.368038177E-2,-1.705363989E-1,-5.007131100E-1,5.371892551E-1
2.741531992E0,-7.434558868E-2,-4.093265533E-2,-4.125597477E-1,4.211986399E-1
2.746327409E0,-5.973434448E-2,1.302018166E-1,-3.460812569E-1,3.745569934E-1
2.751122825E0,-6.397819519E-2,2.808493674E-1,-3.887414932E-1,4.838279913E-1
2.755918242E0,-1.034355164E-1,4.254578650E-1,-4.445221424E-1,6.239497063E-1
2.760713606E0,-1.540231705E-1,5.049030781E-1,-4.965820312E-1,7.247371724E-1
2.765509023E0,-1.443576813E-1,5.339187384E-1,-4.948859215E-1,7.421727795E-1
2.770304440E0,-1.342334747E-1,5.343348980E-1,-4.208455086E-1,6.932844662E-1
2.775099856E0,-1.308336258E-1,5.015995502E-1,-3.558633327E-1,6.287752047E-1
2.779895273E0,-1.057081223E-1,4.549604952E-1,-3.213992119E-1,5.669750548E-1
2.784690690E0,-7.810401917E-2,4.206560552E-1,-2.604339123E-1,5.008768085E-1
2.789486054E0,-7.777214050E-3,3.463889658E-1,-2.018208504E-1,4.009706428E-1
2.794281471E0,3.132343292E-2,3.155404031E-1,-1.527385712E-1,3.519601889E-1
2.799076888E0,6.317329407E-2,2.494573593E-1,-4.194664955E-2,2.607285190E-1
2.803872304E0,1.234569550E-1,1.959473789E-1,8.738565445E-2,2.475343362E-1
2.808667669E0,1.383142471E-1,1.737884581E-1,1.851477623E-1,2.891590445E-1
2.813463086E0,9.383964539E-2,1.257468164E-1,2.704844475E-1,3.126979009E-1
2.818258502E0,9.252834320E-2,6.380754709E-2,3.671586514E-1,3.839770470E-1
2.823053919E0,3.671073914E-2,-2.463072538E-3,4.892721176E-1,4.906535949E-1
2.827849336E0,-2.095699310E-2,-6.361830235E-2,5.654354095E-1,5.693888709E-1
2.832644752E0,-7.810592651E-2,-1.458486617E-1,6.576793194E-1,6.781699308E-1
2.837440117E0,-1.443052292E-1,-1.706877947E-1,6.565620899E-1,6.935647773E-1
2.842235534E0,-2.337923050E-1,-2.240740061E-1,5.721890926E-1,6.574711855E-1
2.847030950E0,-2.634410858E-1,-2.416580766E-1,4.382076263E-1,5.655313921E-1
2.851826367E0,-2.836608887E-1,-2.688194811E-1,3.117923737E-1,4.999418941E-1
